"Ensembl ID","Gene symbol","RBP type","No. RBPome"
"ENSG00000122882","ECD","Non-canonical_RBPs","0"
"ENSG00000181562","EDDM3A","Canonical_RBPs","0"
"ENSG00000181552","EDDM3B","Canonical_RBPs","0"
"ENSG00000203791","EEF1AKMT2","Canonical_RBPs","0"
"ENSG00000284753","EEF1AKMT4","Canonical_RBPs","0"
"ENSG00000103319","EEF2K","Non-canonical_RBPs","0"
"ENSG00000129521","EGLN3","Canonical_RBPs","0"
"ENSG00000013016","EHD3","Canonical_RBPs","0"
"ENSG00000255302","EID1","Non-canonical_RBPs","0"
"ENSG00000175390","EIF3F","Non-canonical_RBPs","0"
"ENSG00000175766","EIF4E1B","Canonical_RBPs","0"
"ENSG00000243056","EIF4EBP3","Canonical_RBPs","0"
"ENSG00000170291","ELP5","Non-canonical_RBPs","0"
"ENSG00000149218","ENDOD1","Canonical_RBPs","0"
"ENSG00000136960","ENPP2","Canonical_RBPs","0"
"ENSG00000154269","ENPP3","Canonical_RBPs","0"
"ENSG00000120533","ENY2","Non-canonical_RBPs","0"
"ENSG00000104884","ERCC2","Canonical_RBPs","0"
"ENSG00000186871","ERCC6L","Canonical_RBPs","0"
"ENSG00000182150","ERCC6L2","Canonical_RBPs","0"
"ENSG00000157554","ERG","Non-canonical_RBPs","0"
"ENSG00000164010","ERMAP","Canonical_RBPs","0"
"ENSG00000139160","ETFBKMT","Canonical_RBPs","0"
"ENSG00000187609","EXD3","Canonical_RBPs","0"
"ENSG00000164002","EXO5","Non-canonical_RBPs","0"
"ENSG00000104313","EYA1","Non-canonical_RBPs","0"
"ENSG00000113391","FAM172A","Canonical_RBPs","0"
"ENSG00000125998","FAM83C","Canonical_RBPs","0"
"ENSG00000105523","FAM83E","Canonical_RBPs","0"
"ENSG00000133477","FAM83F","Canonical_RBPs","0"
"ENSG00000130244","FAM98C","Canonical_RBPs","0"
"ENSG00000198690","FAN1","Non-canonical_RBPs","0"
"ENSG00000134452","FBH1","Canonical_RBPs","0"
"ENSG00000174013","FBXO45","Canonical_RBPs","0"
"ENSG00000189283","FHIT","Canonical_RBPs","0"
"ENSG00000077800","FKBP6","Non-canonical_RBPs","0"
"ENSG00000106701","FSD1L","Canonical_RBPs","0"
"ENSG00000186628","FSD2","Canonical_RBPs","0"
"ENSG00000104064","GABPB1","Non-canonical_RBPs","0"
"ENSG00000116717","GADD45A","Canonical_RBPs","0"
"ENSG00000099860","GADD45B","Canonical_RBPs","0"
"ENSG00000130222","GADD45G","Canonical_RBPs","0"
"ENSG00000142252","GEMIN7","Canonical_RBPs","0"
"ENSG00000162676","GFI1","Canonical_RBPs","0"
"ENSG00000165702","GFI1B","Canonical_RBPs","0"
"ENSG00000112964","GHR","Non-canonical_RBPs","0"
"ENSG00000213203","GIMAP1","Canonical_RBPs","0"
"ENSG00000106560","GIMAP2","Canonical_RBPs","0"
"ENSG00000133574","GIMAP4","Canonical_RBPs","0"
"ENSG00000196329","GIMAP5","Canonical_RBPs","0"
"ENSG00000133561","GIMAP6","Canonical_RBPs","0"
"ENSG00000179144","GIMAP7","Canonical_RBPs","0"
"ENSG00000171115","GIMAP8","Canonical_RBPs","0"
"ENSG00000124713","GNMT","Canonical_RBPs","0"
"ENSG00000204438","GPANK1","Canonical_RBPs","0"
"ENSG00000186281","GPAT2","Non-canonical_RBPs","0"
"ENSG00000092978","GPATCH2","Canonical_RBPs","0"
"ENSG00000198746","GPATCH3","Canonical_RBPs","0"
"ENSG00000062194","GPBP1","Non-canonical_RBPs","0"
"ENSG00000172432","GTPBP2","Canonical_RBPs","0"
"ENSG00000170627","GTSF1","Canonical_RBPs","0"
"ENSG00000124196","GTSF1L","Canonical_RBPs","0"
"ENSG00000125812","GZF1","Canonical_RBPs","0"
"ENSG00000274183","H2AB1","Non-canonical_RBPs","0"
"ENSG00000277858","H2AB2","Non-canonical_RBPs","0"
"ENSG00000277745","H2AB3","Non-canonical_RBPs","0"
"ENSG00000063854","HAGH","Canonical_RBPs","0"
"ENSG00000103253","HAGHL","Canonical_RBPs","0"
"ENSG00000206172","HBA1","Non-canonical_RBPs","0"
"ENSG00000105856","HBP1","Canonical_RBPs","0"
"ENSG00000163312","HELQ","Canonical_RBPs","0"
"ENSG00000114735","HEMK1","Canonical_RBPs","0"
"ENSG00000168517","HEXIM2","Canonical_RBPs","0"
"ENSG00000162669","HFM1","Canonical_RBPs","0"
"ENSG00000169635","HIC2","Canonical_RBPs","0"
"ENSG00000010818","HIVEP2","Canonical_RBPs","0"
"ENSG00000147421","HMBOX1","Non-canonical_RBPs","0"
"ENSG00000224578","HNRNPA1L3","Canonical_RBPs","0"
"ENSG00000275774","HNRNPCL2","Canonical_RBPs","0"
"ENSG00000128710","HOXD10","Non-canonical_RBPs","0"
"ENSG00000174775","HRAS","Canonical_RBPs","0"
"ENSG00000185122","HSF1","Non-canonical_RBPs","0"
"ENSG00000187522","HSPA14","Non-canonical_RBPs","0"
"ENSG00000142149","HUNK","Canonical_RBPs","0"
"ENSG00000137959","IFI44L","Canonical_RBPs","0"
"ENSG00000032742","IFT88","Canonical_RBPs","0"
"ENSG00000136244","IL6","Non-canonical_RBPs","0"
"ENSG00000106348","IMPDH1","Non-canonical_RBPs","0"
"ENSG00000128908","INO80","Canonical_RBPs","0"
"ENSG00000068383","INPP5A","Canonical_RBPs","0"
"ENSG00000204084","INPP5B","Canonical_RBPs","0"
"ENSG00000148384","INPP5E","Canonical_RBPs","0"
"ENSG00000185133","INPP5J","Canonical_RBPs","0"
"ENSG00000132376","INPP5K","Canonical_RBPs","0"
"ENSG00000168348","INSM2","Canonical_RBPs","0"
"ENSG00000165359","INTS6L","Canonical_RBPs","0"
"ENSG00000117595","IRF6","Canonical_RBPs","0"
"ENSG00000185507","IRF7","Canonical_RBPs","0"
"ENSG00000140968","IRF8","Canonical_RBPs","0"
"ENSG00000213928","IRF9","Canonical_RBPs","0"
"ENSG00000124449","IRGC","Canonical_RBPs","0"
"ENSG00000172183","ISG20","Canonical_RBPs","0"
"ENSG00000172977","KAT5","Canonical_RBPs","0"
"ENSG00000089094","KDM2B","Non-canonical_RBPs","0"
"ENSG00000135314","KHDC1","Canonical_RBPs","0"
"ENSG00000256980","KHDC1L","Canonical_RBPs","0"
"ENSG00000203908","KHDC3L","Canonical_RBPs","0"
"ENSG00000137171","KLC4","Canonical_RBPs","0"
"ENSG00000185467","KPNA7","Non-canonical_RBPs","0"
"ENSG00000172086","KRCC1","Non-canonical_RBPs","0"
"ENSG00000240563","L1TD1","Canonical_RBPs","0"
"ENSG00000198945","L3MBTL3","Non-canonical_RBPs","0"
"ENSG00000196976","LAGE3","Non-canonical_RBPs","0"
"ENSG00000203896","LIME1","Non-canonical_RBPs","0"
"ENSG00000188906","LRRK2","Non-canonical_RBPs","0"
"ENSG00000159374","M1AP","Non-canonical_RBPs","0"
"ENSG00000176909","MAMSTR","Canonical_RBPs","0"
"ENSG00000197769","MAP1LC3C","Non-canonical_RBPs","0"
"ENSG00000137802","MAPKBP1","Canonical_RBPs","0"
"ENSG00000141644","MBD1","Canonical_RBPs","0"
"ENSG00000071655","MBD3","Canonical_RBPs","0"
"ENSG00000214309","MBLAC1","Canonical_RBPs","0"
"ENSG00000176055","MBLAC2","Canonical_RBPs","0"
"ENSG00000187778","MCRS1","Non-canonical_RBPs","0"
"ENSG00000101898","MCTS2","Canonical_RBPs","0"
"ENSG00000135679","MDM2","Canonical_RBPs","0"
"ENSG00000161920","MED11","Canonical_RBPs","0"
"ENSG00000124641","MED20","Canonical_RBPs","0"
"ENSG00000103313","MEFV","Canonical_RBPs","0"
"ENSG00000162039","MEIOB","Non-canonical_RBPs","0"
"ENSG00000145388","METTL14","Canonical_RBPs","0"
"ENSG00000171806","METTL18","Non-canonical_RBPs","0"
"ENSG00000101574","METTL4","Canonical_RBPs","0"
"ENSG00000206562","METTL6","Canonical_RBPs","0"
"ENSG00000080561","MID2","Canonical_RBPs","0"
"ENSG00000213190","MLLT11","Canonical_RBPs","0"
"ENSG00000073146","MOV10L1","Non-canonical_RBPs","0"
"ENSG00000158186","MRAS","Canonical_RBPs","0"
"ENSG00000243147","MRPL33","Canonical_RBPs","0"
"ENSG00000132313","MRPL35","Canonical_RBPs","0"
"ENSG00000057468","MSH4","Canonical_RBPs","0"
"ENSG00000087250","MT3","Non-canonical_RBPs","0"
"ENSG00000120832","MTERF2","Canonical_RBPs","0"
"ENSG00000109061","MYH1","Non-canonical_RBPs","0"
"ENSG00000085274","MYNN","Canonical_RBPs","0"
"ENSG00000141052","MYOCD","Canonical_RBPs","0"
"ENSG00000102921","N4BP1","Canonical_RBPs","0"
"ENSG00000156269","NAA11","Non-canonical_RBPs","0"
"ENSG00000135040","NAA35","Non-canonical_RBPs","0"
"ENSG00000173559","NABP1","Canonical_RBPs","0"
"ENSG00000139579","NABP2","Canonical_RBPs","0"
"ENSG00000204272","NBDY","Non-canonical_RBPs","0"
"ENSG00000170935","NCBP2L","Canonical_RBPs","0"
"ENSG00000267855","NDUFA7","Non-canonical_RBPs","0"
"ENSG00000101247","NDUFAF5","Canonical_RBPs","0"
"ENSG00000109674","NEIL3","Canonical_RBPs","0"
"ENSG00000163491","NEK10","Canonical_RBPs","0"
"ENSG00000101158","NELFCD","Non-canonical_RBPs","0"
"ENSG00000101096","NFATC2","Non-canonical_RBPs","0"
"ENSG00000144802","NFKBIZ","Non-canonical_RBPs","0"
"ENSG00000197885","NKIRAS1","Canonical_RBPs","0"
"ENSG00000168256","NKIRAS2","Canonical_RBPs","0"
"ENSG00000091592","NLRP1","Non-canonical_RBPs","0"
"ENSG00000174885","NLRP6","Non-canonical_RBPs","0"
"ENSG00000183426","NPIPA1","Non-canonical_RBPs","0"
"ENSG00000074590","NUAK1","Canonical_RBPs","0"
"ENSG00000163545","NUAK2","Canonical_RBPs","0"
"ENSG00000173598","NUDT4","Non-canonical_RBPs","0"
"ENSG00000177144","NUDT4B","Non-canonical_RBPs","0"
"ENSG00000189233","NUGGC","Canonical_RBPs","0"
"ENSG00000139496","NUP58","Non-canonical_RBPs","0"
"ENSG00000198088","NUP62CL","Non-canonical_RBPs","0"
"ENSG00000188039","NWD1","Non-canonical_RBPs","0"
"ENSG00000269405","NXF2","Canonical_RBPs","0"
"ENSG00000203907","OOEP","Canonical_RBPs","0"
"ENSG00000090530","P3H2","Canonical_RBPs","0"
"ENSG00000072682","P4HA2","Canonical_RBPs","0"
"ENSG00000186288","PABPC1L2A","Canonical_RBPs","0"
"ENSG00000184388","PABPC1L2B","Canonical_RBPs","0"
"ENSG00000205022","PABPN1L","Canonical_RBPs","0"
"ENSG00000111224","PARP11","Canonical_RBPs","0"
"ENSG00000173200","PARP15","Canonical_RBPs","0"
"ENSG00000138617","PARP16","Canonical_RBPs","0"
"ENSG00000041880","PARP3","Canonical_RBPs","0"
"ENSG00000137817","PARP6","Canonical_RBPs","0"
"ENSG00000151883","PARP8","Canonical_RBPs","0"
"ENSG00000229474","PATL2","Canonical_RBPs","0"
"ENSG00000175198","PCCA","Canonical_RBPs","0"
"ENSG00000102109","PCSK1N","Canonical_RBPs","0"
"ENSG00000112357","PEX7","Canonical_RBPs","0"
"ENSG00000104872","PIH1D1","Canonical_RBPs","0"
"ENSG00000118495","PLAGL1","Canonical_RBPs","0"
"ENSG00000127838","PNKD","Canonical_RBPs","0"
"ENSG00000164087","POC1A","Canonical_RBPs","0"
"ENSG00000256525","POLG2","Canonical_RBPs","0"
"ENSG00000101751","POLI","Non-canonical_RBPs","0"
"ENSG00000051341","POLQ","Canonical_RBPs","0"
"ENSG00000228049","POLR2J2","Canonical_RBPs","0"
"ENSG00000168255","POLR2J3","Canonical_RBPs","0"
"ENSG00000177700","POLR2L","Canonical_RBPs","0"
"ENSG00000121851","POLR3GL","Canonical_RBPs","0"
"ENSG00000100413","POLR3H","Canonical_RBPs","0"
"ENSG00000161980","POLR3K","Canonical_RBPs","0"
"ENSG00000064835","POU1F1","Non-canonical_RBPs","0"
"ENSG00000155846","PPARGC1B","Canonical_RBPs","0"
"ENSG00000117751","PPP1R8","Non-canonical_RBPs","0"
"ENSG00000170325","PRDM10","Canonical_RBPs","0"
"ENSG00000130711","PRDM12","Canonical_RBPs","0"
"ENSG00000147596","PRDM14","Non-canonical_RBPs","0"
"ENSG00000141956","PRDM15","Canonical_RBPs","0"
"ENSG00000138738","PRDM5","Canonical_RBPs","0"
"ENSG00000128563","PRKRIP1","Non-canonical_RBPs","0"
"ENSG00000160310","PRMT2","Canonical_RBPs","0"
"ENSG00000164169","PRMT9","Non-canonical_RBPs","0"
"ENSG00000110844","PRPF40B","Canonical_RBPs","0"
"ENSG00000179988","PSTK","Non-canonical_RBPs","0"
"ENSG00000145337","PYURF","Canonical_RBPs","0"
"ENSG00000198858","R3HDM4","Canonical_RBPs","0"
"ENSG00000103769","RAB11A","Canonical_RBPs","0"
"ENSG00000185236","RAB11B","Canonical_RBPs","0"
"ENSG00000139998","RAB15","Canonical_RBPs","0"
"ENSG00000124209","RAB22A","Canonical_RBPs","0"
"ENSG00000132698","RAB25","Canonical_RBPs","0"
"ENSG00000137502","RAB30","Canonical_RBPs","0"
"ENSG00000134594","RAB33A","Canonical_RBPs","0"
"ENSG00000172007","RAB33B","Canonical_RBPs","0"
"ENSG00000100228","RAB36","Canonical_RBPs","0"
"ENSG00000172794","RAB37","Canonical_RBPs","0"
"ENSG00000155961","RAB39B","Canonical_RBPs","0"
"ENSG00000255587","RAB44","Canonical_RBPs","0"
"ENSG00000123570","RAB9B","Canonical_RBPs","0"
"ENSG00000079974","RABL2B","Canonical_RBPs","0"
"ENSG00000144840","RABL3","Canonical_RBPs","0"
"ENSG00000113456","RAD1","Non-canonical_RBPs","0"
"ENSG00000197275","RAD54B","Canonical_RBPs","0"
"ENSG00000085999","RAD54L","Canonical_RBPs","0"
"ENSG00000151164","RAD9B","Non-canonical_RBPs","0"
"ENSG00000131831","RAI2","Canonical_RBPs","0"
"ENSG00000235272","RAMACL","Canonical_RBPs","0"
"ENSG00000204764","RANBP17","Canonical_RBPs","0"
"ENSG00000131759","RARA","Non-canonical_RBPs","0"
"ENSG00000165105","RASEF","Canonical_RBPs","0"
"ENSG00000122035","RASL11A","Canonical_RBPs","0"
"ENSG00000128045","RASL11B","Canonical_RBPs","0"
"ENSG00000167281","RBFOX3","Canonical_RBPs","0"
"ENSG00000177483","RBM44","Canonical_RBPs","0"
"ENSG00000175718","RBMXL3","Canonical_RBPs","0"
"ENSG00000242875","RBMY1B","Canonical_RBPs","0"
"na","RBMY1C","Non-canonical_RBPs","0"
"ENSG00000244395","RBMY1D","Canonical_RBPs","0"
"ENSG00000169800","RBMY1F","Canonical_RBPs","0"
"ENSG00000172348","RCAN2","Non-canonical_RBPs","0"
"ENSG00000134533","RERG","Canonical_RBPs","0"
"ENSG00000009413","REV3L","Non-canonical_RBPs","0"
"ENSG00000005189","REXO5","Canonical_RBPs","0"
"ENSG00000128250","RFPL1","Canonical_RBPs","0"
"ENSG00000128253","RFPL2","Canonical_RBPs","0"
"ENSG00000128276","RFPL3","Canonical_RBPs","0"
"ENSG00000223638","RFPL4A","Canonical_RBPs","0"
"ENSG00000229292","RFPL4AL1","Canonical_RBPs","0"
"ENSG00000251258","RFPL4B","Canonical_RBPs","0"
"ENSG00000106615","RHEB","Canonical_RBPs","0"
"ENSG00000177181","RIMKLA","Canonical_RBPs","0"
"ENSG00000166532","RIMKLB","Canonical_RBPs","0"
"ENSG00000129538","RNASE1","Canonical_RBPs","0"
"ENSG00000258436","RNASE12","Canonical_RBPs","0"
"ENSG00000258818","RNASE4","Canonical_RBPs","0"
"ENSG00000172922","RNASEH2C","Canonical_RBPs","0"
"ENSG00000219200","RNASEK","Non-canonical_RBPs","0"
"ENSG00000181481","RNF135","Canonical_RBPs","0"
"ENSG00000071242","RPS6KA2","Non-canonical_RBPs","0"
"ENSG00000198208","RPS6KL1","Non-canonical_RBPs","0"
"ENSG00000288920","RPSA2","Non-canonical_RBPs","0"
"ENSG00000083750","RRAGB","Canonical_RBPs","0"
"ENSG00000159579","RSPRY1","Canonical_RBPs","0"
"ENSG00000179300","RTL3","Canonical_RBPs","0"
"ENSG00000196218","RYR1","Canonical_RBPs","0"
"ENSG00000198626","RYR2","Canonical_RBPs","0"
"ENSG00000198838","RYR3","Canonical_RBPs","0"
"ENSG00000181433","SAGE1","Canonical_RBPs","0"
"ENSG00000165821","SALL2","Canonical_RBPs","0"
"ENSG00000256463","SALL3","Canonical_RBPs","0"
"ENSG00000101115","SALL4","Canonical_RBPs","0"
"ENSG00000167100","SAMD14","Non-canonical_RBPs","0"
"ENSG00000100583","SAMD15","Non-canonical_RBPs","0"
"ENSG00000139697","SBNO1","Canonical_RBPs","0"
"ENSG00000010803","SCMH1","Canonical_RBPs","0"
"ENSG00000146285","SCML4","Canonical_RBPs","0"
"ENSG00000163904","SENP2","Non-canonical_RBPs","0"
"ENSG00000180096","SEPTIN1","Canonical_RBPs","0"
"ENSG00000140623","SEPTIN12","Canonical_RBPs","0"
"ENSG00000154997","SEPTIN14","Canonical_RBPs","0"
"ENSG00000100167","SEPTIN3","Canonical_RBPs","0"
"ENSG00000108387","SEPTIN4","Canonical_RBPs","0"
"ENSG00000184702","SEPTIN5","Canonical_RBPs","0"
"ENSG00000120742","SERP1","Non-canonical_RBPs","0"
"ENSG00000139718","SETD1B","Canonical_RBPs","0"
"ENSG00000136169","SETDB2","Canonical_RBPs","0"
"ENSG00000198879","SFMBT2","Non-canonical_RBPs","0"
"ENSG00000176476","SGF29","Canonical_RBPs","0"
"ENSG00000179526","SHARPIN","Canonical_RBPs","0"
"ENSG00000107338","SHB","Non-canonical_RBPs","0"
"ENSG00000072858","SIDT1","Canonical_RBPs","0"
"ENSG00000077463","SIRT6","Non-canonical_RBPs","0"
"ENSG00000187531","SIRT7","Non-canonical_RBPs","0"
"ENSG00000154760","SLFN13","Canonical_RBPs","0"
"ENSG00000236320","SLFN14","Non-canonical_RBPs","0"
"ENSG00000135587","SMPD2","Canonical_RBPs","0"
"ENSG00000103056","SMPD3","Canonical_RBPs","0"
"ENSG00000019549","SNAI2","Canonical_RBPs","0"
"ENSG00000185669","SNAI3","Canonical_RBPs","0"
"ENSG00000023608","SNAPC1","Canonical_RBPs","0"
"ENSG00000104976","SNAPC2","Canonical_RBPs","0"
"ENSG00000145335","SNCA","Non-canonical_RBPs","0"
"ENSG00000064692","SNCAIP","Non-canonical_RBPs","0"
"ENSG00000184209","SNRNP35","Canonical_RBPs","0"
"ENSG00000169371","SNUPN","Canonical_RBPs","0"
"ENSG00000185338","SOCS1","Non-canonical_RBPs","0"
"ENSG00000125398","SOX9","Non-canonical_RBPs","0"
"ENSG00000091640","SPAG7","Canonical_RBPs","0"
"ENSG00000066336","SPI1","Non-canonical_RBPs","0"
"ENSG00000167778","SPRYD3","Canonical_RBPs","0"
"ENSG00000171621","SPSB1","Canonical_RBPs","0"
"ENSG00000111671","SPSB2","Canonical_RBPs","0"
"ENSG00000162032","SPSB3","Canonical_RBPs","0"
"ENSG00000175093","SPSB4","Canonical_RBPs","0"
"ENSG00000184343","SRPK3","Non-canonical_RBPs","0"
"ENSG00000177679","SRRM3","Canonical_RBPs","0"
"ENSG00000160075","SSU72","Canonical_RBPs","0"
"ENSG00000284438","SSU72L1","Non-canonical_RBPs","0"
"ENSG00000284306","SSU72L2","Non-canonical_RBPs","0"
"ENSG00000284546","SSU72L3","Non-canonical_RBPs","0"
"ENSG00000283873","SSU72L4","Non-canonical_RBPs","0"
"ENSG00000284018","SSU72L5","Non-canonical_RBPs","0"
"ENSG00000230268","SSU72L6","Non-canonical_RBPs","0"
"ENSG00000196335","STK31","Canonical_RBPs","0"
"ENSG00000107960","STN1","Canonical_RBPs","0"
"ENSG00000078269","SYNJ2","Canonical_RBPs","0"
"ENSG00000143498","TAF1A","Canonical_RBPs","0"
"ENSG00000115750","TAF1B","Canonical_RBPs","0"
"ENSG00000273841","TAF9","Non-canonical_RBPs","0"
"ENSG00000171703","TCEA2","Non-canonical_RBPs","0"
"ENSG00000176769","TCERG1L","Canonical_RBPs","0"
"ENSG00000163239","TDRD10","Canonical_RBPs","0"
"ENSG00000173809","TDRD12","Canonical_RBPs","0"
"ENSG00000218819","TDRD15","Canonical_RBPs","0"
"ENSG00000158246","TENT5B","Canonical_RBPs","0"
"ENSG00000183508","TENT5C","Canonical_RBPs","0"
"ENSG00000174016","TENT5D","Canonical_RBPs","0"
"ENSG00000170925","TEX13B","Non-canonical_RBPs","0"
"ENSG00000282815","TEX13C","Non-canonical_RBPs","0"
"ENSG00000282419","TEX13D","Non-canonical_RBPs","0"
"ENSG00000133863","TEX15","Non-canonical_RBPs","0"
"ENSG00000182459","TEX19","Non-canonical_RBPs","0"
"ENSG00000105329","TGFB1","Non-canonical_RBPs","0"
"ENSG00000126351","THRA","Non-canonical_RBPs","0"
"ENSG00000259431","THTPA","Canonical_RBPs","0"
"ENSG00000137462","TLR2","Non-canonical_RBPs","0"
"ENSG00000196187","TMEM63A","Canonical_RBPs","0"
"ENSG00000165548","TMEM63C","Canonical_RBPs","0"
"ENSG00000185432","TMT1A","Non-canonical_RBPs","0"
"ENSG00000170439","TMT1B","Non-canonical_RBPs","0"
"ENSG00000133687","TMTC1","Non-canonical_RBPs","0"
"ENSG00000183864","TOB2","Canonical_RBPs","0"
"ENSG00000143549","TPM3","Canonical_RBPs","0"
"ENSG00000213689","TREX1","Non-canonical_RBPs","0"
"ENSG00000183479","TREX2","Non-canonical_RBPs","0"
"ENSG00000204613","TRIM10","Canonical_RBPs","0"
"ENSG00000154370","TRIM11","Canonical_RBPs","0"
"ENSG00000106785","TRIM14","Canonical_RBPs","0"
"ENSG00000204610","TRIM15","Canonical_RBPs","0"
"ENSG00000162931","TRIM17","Canonical_RBPs","0"
"ENSG00000132109","TRIM21","Canonical_RBPs","0"
"ENSG00000258659","TRIM34","Canonical_RBPs","0"
"ENSG00000104228","TRIM35","Canonical_RBPs","0"
"ENSG00000112343","TRIM38","Canonical_RBPs","0"
"ENSG00000204599","TRIM39","Canonical_RBPs","0"
"ENSG00000146833","TRIM4","Canonical_RBPs","0"
"ENSG00000146063","TRIM41","Canonical_RBPs","0"
"ENSG00000144015","TRIM43","Canonical_RBPs","0"
"ENSG00000144010","TRIM43B","Canonical_RBPs","0"
"ENSG00000168930","TRIM49","Canonical_RBPs","0"
"ENSG00000182053","TRIM49B","Canonical_RBPs","0"
"ENSG00000204449","TRIM49C","Canonical_RBPs","0"
"ENSG00000223417","TRIM49D1","Canonical_RBPs","0"
"ENSG00000233802","TRIM49D2","Canonical_RBPs","0"
"ENSG00000132256","TRIM5","Canonical_RBPs","0"
"ENSG00000146755","TRIM50","Canonical_RBPs","0"
"ENSG00000124900","TRIM51","Canonical_RBPs","0"
"ENSG00000220948","TRIM51G","Canonical_RBPs","0"
"ENSG00000162722","TRIM58","Canonical_RBPs","0"
"ENSG00000121236","TRIM6","Canonical_RBPs","0"
"ENSG00000176979","TRIM60","Canonical_RBPs","0"
"ENSG00000116525","TRIM62","Canonical_RBPs","0"
"ENSG00000204450","TRIM64","Canonical_RBPs","0"
"ENSG00000189253","TRIM64B","Canonical_RBPs","0"
"ENSG00000214891","TRIM64C","Canonical_RBPs","0"
"ENSG00000119283","TRIM67","Canonical_RBPs","0"
"ENSG00000167333","TRIM68","Canonical_RBPs","0"
"ENSG00000185880","TRIM69","Canonical_RBPs","0"
"ENSG00000146054","TRIM7","Canonical_RBPs","0"
"ENSG00000177238","TRIM72","Canonical_RBPs","0"
"ENSG00000250374","TRIM75","Canonical_RBPs","0"
"ENSG00000214414","TRIM77","Canonical_RBPs","0"
"ENSG00000100505","TRIM9","Canonical_RBPs","0"
"ENSG00000184108","TRIML1","Canonical_RBPs","0"
"ENSG00000179046","TRIML2","Canonical_RBPs","0"
"ENSG00000250305","TRMT9B","Canonical_RBPs","0"
"ENSG00000182173","TSEN54","Canonical_RBPs","0"
"ENSG00000182463","TSHZ2","Canonical_RBPs","0"
"ENSG00000085831","TTC39A","Canonical_RBPs","0"
"ENSG00000155158","TTC39B","Canonical_RBPs","0"
"ENSG00000167552","TUBA1A","Non-canonical_RBPs","0"
"ENSG00000198874","TYW1","Canonical_RBPs","0"
"ENSG00000277149","TYW1B","Canonical_RBPs","0"
"ENSG00000104691","UBXN8","Canonical_RBPs","0"
"ENSG00000083290","ULK2","Canonical_RBPs","0"
"ENSG00000232264","USP17L24","Non-canonical_RBPs","0"
"ENSG00000095787","WAC","Non-canonical_RBPs","0"
"ENSG00000047056","WDR37","Non-canonical_RBPs","0"
"ENSG00000120314","WDR55","Non-canonical_RBPs","0"
"ENSG00000196981","WDR5B","Canonical_RBPs","0"
"ENSG00000133316","WDR74","Non-canonical_RBPs","0"
"ENSG00000141499","WRAP53","Non-canonical_RBPs","0"
"ENSG00000165392","WRN","Canonical_RBPs","0"
"ENSG00000184937","WT1","Canonical_RBPs","0"
"ENSG00000146457","WTAP","Non-canonical_RBPs","0"
"ENSG00000142279","WTIP","Non-canonical_RBPs","0"
"ENSG00000182362","YBEY","Non-canonical_RBPs","0"
"ENSG00000100426","ZBED4","Non-canonical_RBPs","0"
"ENSG00000257315","ZBED6","Non-canonical_RBPs","0"
"ENSG00000124256","ZBP1","Canonical_RBPs","0"
"ENSG00000204366","ZBTB12","Canonical_RBPs","0"
"ENSG00000198081","ZBTB14","Canonical_RBPs","0"
"ENSG00000109906","ZBTB16","Canonical_RBPs","0"
"ENSG00000112365","ZBTB24","Canonical_RBPs","0"
"ENSG00000011590","ZBTB32","Canonical_RBPs","0"
"ENSG00000177125","ZBTB34","Canonical_RBPs","0"
"ENSG00000185278","ZBTB37","Canonical_RBPs","0"
"ENSG00000177888","ZBTB41","Canonical_RBPs","0"
"ENSG00000196323","ZBTB44","Canonical_RBPs","0"
"ENSG00000119574","ZBTB45","Canonical_RBPs","0"
"ENSG00000114853","ZBTB47","Canonical_RBPs","0"
"ENSG00000168826","ZBTB49","Canonical_RBPs","0"
"ENSG00000186130","ZBTB6","Canonical_RBPs","0"
"ENSG00000160685","ZBTB7B","Canonical_RBPs","0"
"ENSG00000102053","ZC3H12B","Canonical_RBPs","0"
"ENSG00000014164","ZC3H3","Canonical_RBPs","0"
"ENSG00000141664","ZCCHC2","Canonical_RBPs","0"
"ENSG00000169554","ZEB2","Canonical_RBPs","0"
"ENSG00000184517","ZFP1","Canonical_RBPs","0"
"ENSG00000196670","ZFP62","Canonical_RBPs","0"
"ENSG00000020256","ZFP64","Canonical_RBPs","0"
"ENSG00000179588","ZFPM1","Canonical_RBPs","0"
"ENSG00000152977","ZIC1","Canonical_RBPs","0"
"ENSG00000156925","ZIC3","Canonical_RBPs","0"
"ENSG00000189298","ZKSCAN3","Canonical_RBPs","0"
"ENSG00000198315","ZKSCAN8","Canonical_RBPs","0"
"ENSG00000062370","ZNF112","Canonical_RBPs","0"
"ENSG00000172262","ZNF131","Canonical_RBPs","0"
"ENSG00000204920","ZNF155","Canonical_RBPs","0"
"ENSG00000188629","ZNF177","Canonical_RBPs","0"
"ENSG00000096654","ZNF184","Non-canonical_RBPs","0"
"ENSG00000275111","ZNF2","Canonical_RBPs","0"
"ENSG00000122386","ZNF205","Canonical_RBPs","0"
"ENSG00000256294","ZNF225","Canonical_RBPs","0"
"ENSG00000167380","ZNF226","Canonical_RBPs","0"
"ENSG00000159915","ZNF233","Canonical_RBPs","0"
"ENSG00000263002","ZNF234","Canonical_RBPs","0"
"ENSG00000159917","ZNF235","Canonical_RBPs","0"
"ENSG00000130856","ZNF236","Canonical_RBPs","0"
"ENSG00000174652","ZNF266","Canonical_RBPs","0"
