"Ensembl ID","Gene symbol","RBP type","No. RBPome"
"ENSG00000185947","ZNF267","Canonical_RBPs","0"
"ENSG00000063587","ZNF275","Canonical_RBPs","0"
"ENSG00000198538","ZNF28","Canonical_RBPs","0"
"ENSG00000130803","ZNF317","Canonical_RBPs","0"
"ENSG00000166188","ZNF319","Canonical_RBPs","0"
"ENSG00000251247","ZNF345","Canonical_RBPs","0"
"ENSG00000165244","ZNF367","Canonical_RBPs","0"
"ENSG00000151789","ZNF385D","Canonical_RBPs","0"
"ENSG00000175213","ZNF408","Canonical_RBPs","0"
"ENSG00000196724","ZNF418","Canonical_RBPs","0"
"ENSG00000204947","ZNF425","Canonical_RBPs","0"
"ENSG00000130818","ZNF426","Canonical_RBPs","0"
"ENSG00000204604","ZNF468","Canonical_RBPs","0"
"ENSG00000177599","ZNF491","Canonical_RBPs","0"
"ENSG00000198795","ZNF521","Canonical_RBPs","0"
"ENSG00000171443","ZNF524","Canonical_RBPs","0"
"ENSG00000204519","ZNF551","Canonical_RBPs","0"
"ENSG00000178935","ZNF552","Canonical_RBPs","0"
"ENSG00000188321","ZNF559","Canonical_RBPs","0"
"ENSG00000188868","ZNF563","Canonical_RBPs","0"
"ENSG00000249709","ZNF564","Canonical_RBPs","0"
"ENSG00000105732","ZNF574","Canonical_RBPs","0"
"ENSG00000171425","ZNF581","Canonical_RBPs","0"
"ENSG00000018869","ZNF582","Canonical_RBPs","0"
"ENSG00000269343","ZNF587B","Canonical_RBPs","0"
"ENSG00000189190","ZNF600","Canonical_RBPs","0"
"ENSG00000177842","ZNF620","Canonical_RBPs","0"
"ENSG00000198740","ZNF652","Canonical_RBPs","0"
"ENSG00000176083","ZNF683","Canonical_RBPs","0"
"ENSG00000167562","ZNF701","Canonical_RBPs","0"
"ENSG00000185252","ZNF74","Non-canonical_RBPs","0"
"ENSG00000179922","ZNF784","Canonical_RBPs","0"
"ENSG00000170396","ZNF804A","Canonical_RBPs","0"
"ENSG00000182348","ZNF804B","Canonical_RBPs","0"
"ENSG00000198482","ZNF808","Canonical_RBPs","0"
"ENSG00000197779","ZNF81","Canonical_RBPs","0"
"ENSG00000180257","ZNF816","Canonical_RBPs","0"
"ENSG00000185869","ZNF829","Canonical_RBPs","0"
"ENSG00000196267","ZNF836","Canonical_RBPs","0"
"ENSG00000267041","ZNF850","Canonical_RBPs","0"
"ENSG00000197385","ZNF860","Canonical_RBPs","0"
"ENSG00000261221","ZNF865","Canonical_RBPs","0"
"ENSG00000257446","ZNF878","Canonical_RBPs","0"
"ENSG00000228623","ZNF883","Canonical_RBPs","0"
"ENSG00000213793","ZNF888","Canonical_RBPs","0"
"ENSG00000214029","ZNF891","Canonical_RBPs","0"
"ENSG00000019995","ZRANB1","Canonical_RBPs","0"
"ENSG00000121988","ZRANB3","Canonical_RBPs","0"
"ENSG00000182318","ZSCAN22","Canonical_RBPs","0"
"ENSG00000140987","ZSCAN32","Canonical_RBPs","0"
"ENSG00000131848","ZSCAN5A","Canonical_RBPs","0"
"ENSG00000197213","ZSCAN5B","Canonical_RBPs","0"
"ENSG00000204532","ZSCAN5C","Canonical_RBPs","0"
